unique_geneID	seqnames	start	end	width	strand	PID1185_peak_detected	PID1180_peak_detected	ND_RJH_peak_detected	ND_MK_peak_detected	PID1185_counts	PID1180_counts	ND_RJH_counts	ND_MK_counts	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
2783_chr7_100675424_100676016	chr7	100675424	100676016	593	*	TRUE	TRUE	TRUE	TRUE	48	44	46	49	Promoter (1-2kb)	7	100673567	100679174	5608	1	2783	1857	ENSG00000172354	GNB2	G protein subunit beta 2
10248_chr7_100705757_100706240	chr7	100705757	100706240	484	*	TRUE	TRUE	TRUE	TRUE	55	37	52	31	Promoter (<=1kb)	7	100706121	100707486	1366	1	10248	0	ENSG00000172336	POP7	POP7 homolog, ribonuclease P/MRP subunit
105375430_chr7_100852404_100852855	chr7	100852404	100852855	452	*	TRUE	TRUE	TRUE	FALSE	40	33	34	24	Promoter (<=1kb)	7	100837314	100852637	15324	2	105375430	0	ENSG00000236305	SLC12A9-AS1	SLC12A9 antisense RNA 1
51593_chr7_100874861_100875609	chr7	100874861	100875609	749	*	TRUE	TRUE	TRUE	TRUE	69	59	60	47	Promoter (<=1kb)	7	100875103	100888664	13562	1	51593	0	ENSG00000087087	SRRT	serrate, RNA effector molecule
402682_chr7_100889642_100890005	chr7	100889642	100890005	364	*	TRUE	TRUE	TRUE	FALSE	36	24	41	30	Promoter (<=1kb)	7	100888721	100889715	995	2	402682	0	ENSG00000176125	UFSP1	UFM1 specific peptidase 1 (inactive)
102724094_chr7_101017353_101017756	chr7	101017353	101017756	404	*	TRUE	TRUE	TRUE	FALSE	27	32	39	25	Promoter (<=1kb)	7	101014319	101017665	3347	2	102724094	0	ENSG00000227053	MUC12-AS1	MUC12 antisense RNA 1
81844_chr7_101085169_101085502	chr7	101085169	101085502	334	*	TRUE	TRUE	TRUE	FALSE	29	23	24	12	Promoter (<=1kb)	7	101085481	101097967	12487	1	81844	0	ENSG00000169871	TRIM56	tripartite motif containing 56
81844_chr7_101100219_101100565	chr7	101100219	101100565	347	*	FALSE	TRUE	TRUE	TRUE	21	17	29	17	Downstream (2-3kb)	7	101085481	101097967	12487	1	81844	14738	ENSG00000169871	TRIM56	tripartite motif containing 56
5054_chr7_101126945_101127263	chr7	101126945	101127263	319	*	TRUE	TRUE	TRUE	FALSE	19	19	25	18	Promoter (<=1kb)	7	101127104	101139247	12144	1	5054	0	ENSG00000106366	SERPINE1	serpin family E member 1
7425_chr7_101165502_101165761	chr7	101165502	101165761	260	*	TRUE	TRUE	TRUE	FALSE	24	24	25	19	Promoter (<=1kb)	7	101162509	101165569	3061	2	7425	0	ENSG00000128564	VGF	VGF nerve growth factor inducible
24146_chr7_101244636_101245329	chr7	101244636	101245329	694	*	TRUE	TRUE	TRUE	TRUE	83	55	80	50	5' UTR	7	101232092	101238820	6729	2	24146	-5816	ENSG00000106404	CLDN15	claudin 15
51024_chr7_101251835_101252609	chr7	101251835	101252609	775	*	TRUE	TRUE	TRUE	TRUE	70	53	77	55	Promoter (<=1kb)	7	101239458	101252316	12859	2	51024	0	ENSG00000214253	FIS1	fission, mitochondrial 1
64792_chr7_101321485_101321907	chr7	101321485	101321907	423	*	TRUE	TRUE	TRUE	FALSE	19	18	21	12	Promoter (<=1kb)	7	101310914	101321823	10910	2	64792	0	ENSG00000128581	IFT22	intraflagellar transport 22
1523_chr7_101856880_101857281	chr7	101856880	101857281	402	*	TRUE	TRUE	TRUE	FALSE	25	24	29	19	Intron (ENST00000437600.9/1523, intron 1 of 22)	7	101815904	102283958	468055	1	1523	40976	ENSG00000257923	CUX1	cut like homeobox 1
100630923_chr7_102363539_102364007	chr7	102363539	102364007	469	*	TRUE	TRUE	TRUE	TRUE	31	39	44	27	Promoter (<=1kb)	7	102363872	102426676	62805	1	100630923	0	NA	LOC100630923	LOC100289561-PRKRIP1 readthrough
79706_chr7_102396046_102396397	chr7	102396046	102396397	352	*	TRUE	TRUE	TRUE	FALSE	19	25	31	19	Promoter (<=1kb)	7	102396363	102426666	30304	1	79706	0	ENSG00000128563	PRKRIP1	PRKR interacting protein 1
80228_chr7_102433281_102433654	chr7	102433281	102433654	374	*	TRUE	TRUE	TRUE	TRUE	33	37	26	27	Promoter (<=1kb)	7	102433106	102456825	23720	1	80228	175	ENSG00000160991	ORAI2	ORAI calcium release-activated calcium modulator 2
222229_chr7_102464811_102465225	chr7	102464811	102465225	415	*	TRUE	TRUE	TRUE	TRUE	38	45	35	25	Promoter (<=1kb)	7	102464956	102473168	8213	1	222229	0	ENSG00000161036	LRWD1	leucine rich repeats and WD repeat domain containing 1
5439_chr7_102478884_102479110	chr7	102478884	102479110	227	*	TRUE	TRUE	TRUE	FALSE	17	20	16	6	Promoter (<=1kb)	7	102473128	102478922	5795	2	5439	0	ENSG00000005075	POLR2J	RNA polymerase II subunit J
100133005_chr7_102748623_102749127	chr7	102748623	102749127	505	*	TRUE	TRUE	TRUE	TRUE	50	49	51	33	Promoter (<=1kb)	7	102681836	102748695	66860	2	100133005	0	NA	RASA4DP	RAS p21 protein activator 4D, pseudogene
222235_chr7_103074682_103075215	chr7	103074682	103075215	534	*	TRUE	TRUE	TRUE	TRUE	56	64	61	54	Promoter (<=1kb)	7	102813230	103074839	261610	2	222235	0	ENSG00000161040	FBXL13	F-box and leucine rich repeat protein 13
222235_chr7_103075374_103075693	chr7	103075374	103075693	320	*	TRUE	FALSE	TRUE	TRUE	28	18	34	27	Promoter (<=1kb)	7	102813230	103074839	261610	2	222235	-535	ENSG00000161040	FBXL13	F-box and leucine rich repeat protein 13
222235_chr7_103149034_103149685	chr7	103149034	103149685	652	*	TRUE	TRUE	TRUE	FALSE	38	35	30	24	5' UTR	7	102813230	103074839	261610	2	222235	-74195	ENSG00000161040	FBXL13	F-box and leucine rich repeat protein 13
9512_chr7_103280101_103280716	chr7	103280101	103280716	616	*	TRUE	TRUE	TRUE	TRUE	47	36	69	21	Exon (ENST00000439473.5/349152, exon 1 of 23)	7	103297435	103329511	32077	1	9512	-16719	ENSG00000105819	PMPCB	peptidase, mitochondrial processing subunit beta
9512_chr7_103297279_103297813	chr7	103297279	103297813	535	*	TRUE	TRUE	TRUE	TRUE	36	43	39	32	Promoter (<=1kb)	7	103297435	103329511	32077	1	9512	0	ENSG00000105819	PMPCB	peptidase, mitochondrial processing subunit beta
27000_chr7_103344194_103344883	chr7	103344194	103344883	690	*	TRUE	TRUE	TRUE	TRUE	66	37	48	38	Promoter (<=1kb)	7	103312289	103344830	32542	2	27000	0	ENSG00000105821	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2
5001_chr7_104207835_104208313	chr7	104207835	104208313	479	*	TRUE	TRUE	TRUE	TRUE	44	36	37	31	Promoter (<=1kb)	7	104126341	104208047	81707	2	5001	0	ENSG00000164815	ORC5	origin recognition complex subunit 5
55904_chr7_104945022_104945535	chr7	104945022	104945535	514	*	TRUE	TRUE	TRUE	TRUE	53	54	67	39	Intron (ENST00000653259.1/55904, intron 1 of 1)	7	104940943	105115019	174077	1	55904	4079	ENSG00000005483	KMT2E	lysine methyltransferase 2E (inactive)
100216546_chr7_104983790_104984361	chr7	104983790	104984361	572	*	TRUE	TRUE	TRUE	TRUE	52	49	55	48	Promoter (<=1kb)	7	104981743	104983894	2152	2	100216546	0	NA	LINC01004	long intergenic non-protein coding RNA 1004
100216545_chr7_105012473_105013401	chr7	105012473	105013401	929	*	TRUE	TRUE	TRUE	TRUE	127	133	148	96	Promoter (<=1kb)	7	105011711	105014099	2389	2	100216545	698	NA	KMT2E-AS1	KMT2E antisense RNA 1
100216545_chr7_105013521_105013832	chr7	105013521	105013832	312	*	TRUE	TRUE	FALSE	TRUE	36	29	37	33	Promoter (<=1kb)	7	105011711	105014099	2389	2	100216545	267	NA	KMT2E-AS1	KMT2E antisense RNA 1
100216545_chr7_105013916_105014171	chr7	105013916	105014171	256	*	TRUE	TRUE	TRUE	FALSE	37	26	35	23	Promoter (<=1kb)	7	105011711	105014099	2389	2	100216545	0	NA	KMT2E-AS1	KMT2E antisense RNA 1
54517_chr7_105521464_105522519	chr7	105521464	105522519	1056	*	TRUE	TRUE	TRUE	TRUE	90	72	69	62	Promoter (<=1kb)	7	105439661	105522271	82611	2	54517	0	ENSG00000091127	PUS7	pseudouridine synthase 7
60561_chr7_105532005_105532553	chr7	105532005	105532553	549	*	TRUE	TRUE	TRUE	TRUE	50	45	56	34	Promoter (<=1kb)	7	105532169	105567677	35509	1	60561	0	ENSG00000135249	RINT1	RAD50 interactor 1
222255_chr7_105809160_105809605	chr7	105809160	105809605	446	*	TRUE	TRUE	TRUE	TRUE	47	47	52	25	Intron (ENST00000419735.8/222255, intron 2 of 11)	7	105604772	105876599	271828	2	222255	66994	ENSG00000146776	ATXN7L1	ataxin 7 like 1
222255_chr7_105849392_105849831	chr7	105849392	105849831	440	*	TRUE	TRUE	TRUE	TRUE	34	31	34	27	Intron (ENST00000419735.8/222255, intron 2 of 11)	7	105604772	105876599	271828	2	222255	26768	ENSG00000146776	ATXN7L1	ataxin 7 like 1
222255_chr7_105876461_105876921	chr7	105876461	105876921	461	*	TRUE	TRUE	TRUE	FALSE	42	39	29	6	Promoter (<=1kb)	7	105604772	105876599	271828	2	222255	0	ENSG00000146776	ATXN7L1	ataxin 7 like 1
6856_chr7_106112184_106112724	chr7	106112184	106112724	541	*	TRUE	TRUE	TRUE	TRUE	48	39	52	33	Promoter (<=1kb)	7	106090505	106112576	22072	2	6856	0	ENSG00000008282	SYPL1	synaptophysin like 1
10135_chr7_106284758_106285647	chr7	106284758	106285647	890	*	TRUE	TRUE	TRUE	TRUE	156	123	150	92	Promoter (<=1kb)	7	106248298	106285966	37669	2	10135	319	ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase
10135_chr7_106345850_106346134	chr7	106345850	106346134	285	*	TRUE	FALSE	TRUE	TRUE	19	14	25	19	Distal Intergenic	7	106248298	106285966	37669	2	10135	-59884	ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase
10135_chr7_106346605_106346929	chr7	106346605	106346929	325	*	TRUE	TRUE	TRUE	TRUE	25	28	33	22	Distal Intergenic	7	106248298	106285966	37669	2	10135	-60639	ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase
10135_chr7_106424978_106425458	chr7	106424978	106425458	481	*	TRUE	TRUE	TRUE	FALSE	33	36	44	37	Exon (ENST00000687741.1/ENST00000687741.1, exon 1 of 1)	7	106248298	106285966	37669	2	10135	-139012	ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase
168455_chr7_106659976_106660370	chr7	106659976	106660370	395	*	TRUE	TRUE	TRUE	TRUE	24	31	28	18	Promoter (<=1kb)	7	106654360	106661158	6799	2	168455	788	ENSG00000253276	CCDC71L	coiled-coil domain containing 71 like
168455_chr7_106660684_106661391	chr7	106660684	106661391	708	*	TRUE	TRUE	TRUE	TRUE	52	57	59	44	Promoter (<=1kb)	7	106654360	106661158	6799	2	168455	0	ENSG00000253276	CCDC71L	coiled-coil domain containing 71 like
102724339_chr7_106718196_106718569	chr7	106718196	106718569	374	*	TRUE	TRUE	TRUE	FALSE	25	21	17	14	Intron (ENST00000490856.5/102724339, intron 1 of 4)	7	106372251	106770207	397957	2	102724339	51638	NA	CTB-30L5.1	uncharacterized CTB-30L5.1
5577_chr7_107044363_107044745	chr7	107044363	107044745	383	*	TRUE	TRUE	TRUE	FALSE	25	27	27	16	Promoter (<=1kb)	7	107044705	107161811	117107	1	5577	0	ENSG00000005249	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta
105375441_chr7_107168434_107169302	chr7	107168434	107169302	869	*	TRUE	TRUE	TRUE	TRUE	112	114	140	92	5' UTR	7	107066591	107133664	67074	2	105375441	-34770	NA	PRKAR2B-AS1	PRKAR2B antisense RNA 1
105375441_chr7_107169451_107169861	chr7	107169451	107169861	411	*	TRUE	TRUE	TRUE	TRUE	36	41	35	39	5' UTR	7	107066591	107133664	67074	2	105375441	-35787	NA	PRKAR2B-AS1	PRKAR2B antisense RNA 1
115253422_chr7_107563521_107564274	chr7	107563521	107564274	754	*	TRUE	TRUE	TRUE	TRUE	65	53	65	34	Promoter (<=1kb)	7	107563971	107623317	59347	1	115253422	0	ENSG00000288558	DUS4L-BCAP29	DUS4L-BCAP29 readthrough
115253422_chr7_107579842_107580520	chr7	107579842	107580520	679	*	TRUE	TRUE	TRUE	TRUE	62	44	46	35	5' UTR	7	107563971	107623317	59347	1	115253422	15871	ENSG00000288558	DUS4L-BCAP29	DUS4L-BCAP29 readthrough
79872_chr7_107743383_107744401	chr7	107743383	107744401	1019	*	TRUE	TRUE	TRUE	TRUE	123	108	124	96	Promoter (<=1kb)	7	107743949	107761667	17719	1	79872	0	ENSG00000105879	CBLL1	Cbl proto-oncogene like 1
1738_chr7_107866018_107866331	chr7	107866018	107866331	314	*	TRUE	TRUE	TRUE	FALSE	18	20	22	10	Distal Intergenic	7	107891162	107931730	40569	1	1738	-24831	ENSG00000091140	DLD	dihydrolipoamide dehydrogenase
1738_chr7_107890965_107891548	chr7	107890965	107891548	584	*	TRUE	TRUE	TRUE	TRUE	56	59	71	40	Promoter (<=1kb)	7	107891162	107931730	40569	1	1738	0	ENSG00000091140	DLD	dihydrolipoamide dehydrogenase
50640_chr7_108525748_108526731	chr7	108525748	108526731	984	*	TRUE	TRUE	TRUE	TRUE	132	110	135	106	5' UTR	7	108470417	108569666	99250	2	50640	42935	ENSG00000135241	PNPLA8	patatin like phospholipase domain containing 8
168451_chr7_108569361_108570107	chr7	108569361	108570107	747	*	TRUE	TRUE	TRUE	TRUE	90	74	108	65	Promoter (<=1kb)	7	108554543	108569750	15208	2	168451	0	ENSG00000177683	THAP5	THAP domain containing 5
54674_chr7_111013425_111013746	chr7	111013425	111013746	322	*	TRUE	TRUE	TRUE	TRUE	25	28	46	15	Intron (ENST00000405709.7/83943, intron 3 of 5)	7	111091006	111125454	34449	1	54674	-77260	ENSG00000173114	LRRN3	leucine rich repeat neuronal 3
54674_chr7_111083467_111083721	chr7	111083467	111083721	255	*	TRUE	FALSE	TRUE	TRUE	19	19	29	24	Intron (ENST00000405709.7/83943, intron 3 of 5)	7	111091006	111125454	34449	1	54674	-7285	ENSG00000173114	LRRN3	leucine rich repeat neuronal 3
54674_chr7_111138030_111138510	chr7	111138030	111138510	481	*	TRUE	TRUE	TRUE	TRUE	38	23	47	28	Intron (ENST00000405709.7/83943, intron 3 of 5)	7	111091006	111125454	34449	1	54674	47024	ENSG00000173114	LRRN3	leucine rich repeat neuronal 3
83943_chr7_111561907_111562725	chr7	111561907	111562725	819	*	TRUE	TRUE	TRUE	TRUE	64	82	73	49	Promoter (<=1kb)	7	110662644	111562517	899874	2	83943	0	ENSG00000184903	IMMP2L	inner mitochondrial membrane peptidase subunit 2
11179_chr7_112206140_112207073	chr7	112206140	112207073	934	*	TRUE	TRUE	TRUE	TRUE	133	104	131	90	Promoter (<=1kb)	7	112206695	112343934	137240	1	11179	0	ENSG00000198839	ZNF277	zinc finger protein 277
3475_chr7_112450096_112451283	chr7	112450096	112451283	1188	*	TRUE	TRUE	TRUE	TRUE	126	126	153	96	5' UTR	7	112422887	112490941	68055	1	3475	27209	ENSG00000006652	IFRD1	interferon related developmental regulator 1
64418_chr7_112789895_112790559	chr7	112789895	112790559	665	*	TRUE	TRUE	TRUE	TRUE	52	53	68	37	Promoter (<=1kb)	7	112762377	112790423	28047	2	64418	0	ENSG00000146802	TMEM168	transmembrane protein 168
154743_chr7_112939555_112940383	chr7	112939555	112940383	829	*	TRUE	TRUE	TRUE	TRUE	108	83	126	80	Promoter (<=1kb)	7	112819147	112939875	120729	2	154743	0	ENSG00000164603	BMT2	base methyltransferase of 25S rRNA 2 homolog
401397_chr7_113118457_113118871	chr7	113118457	113118871	415	*	TRUE	TRUE	TRUE	TRUE	39	36	41	19	Promoter (<=1kb)	7	113116718	113118560	1843	2	401397	0	ENSG00000214194	SMIM30	small integral membrane protein 30
29969_chr7_114916405_114916766	chr7	114916405	114916766	362	*	TRUE	FALSE	TRUE	TRUE	20	13	39	30	Distal Intergenic	7	114922094	115019917	97824	1	29969	-5328	ENSG00000135272	MDFIC	MyoD family inhibitor domain containing
29969_chr7_114922173_114922963	chr7	114922173	114922963	791	*	TRUE	TRUE	TRUE	TRUE	88	82	97	70	Promoter (<=1kb)	7	114922094	115019917	97824	1	29969	79	ENSG00000135272	MDFIC	MyoD family inhibitor domain containing
26136_chr7_116210334_116210796	chr7	116210334	116210796	463	*	TRUE	TRUE	TRUE	TRUE	26	43	29	28	Promoter (<=1kb)	7	116210506	116258783	48278	1	26136	0	ENSG00000135269	TES	testin LIM domain protein
26136_chr7_116211057_116211627	chr7	116211057	116211627	571	*	TRUE	TRUE	TRUE	FALSE	38	37	38	26	Promoter (<=1kb)	7	116210506	116258783	48278	1	26136	551	ENSG00000135269	TES	testin LIM domain protein
857_chr7_116526122_116526522	chr7	116526122	116526522	401	*	TRUE	TRUE	TRUE	FALSE	29	22	24	15	Promoter (1-2kb)	7	116524994	116561179	36186	1	857	1128	ENSG00000105974	CAV1	caveolin 1
857_chr7_116577061_116577469	chr7	116577061	116577469	409	*	TRUE	TRUE	TRUE	FALSE	35	25	18	10	Intron (ENST00000650435.1/100996266, intron 3 of 5)	7	116524994	116561179	36186	1	857	52067	ENSG00000105974	CAV1	caveolin 1
4233_chr7_116671867_116672482	chr7	116671867	116672482	616	*	TRUE	TRUE	FALSE	TRUE	29	32	31	31	Promoter (<=1kb)	7	116672196	116798377	126182	1	4233	0	ENSG00000105976	MET	MET proto-oncogene, receptor tyrosine kinase
830_chr7_116802755_116803057	chr7	116802755	116803057	303	*	TRUE	FALSE	TRUE	TRUE	17	8	20	12	Distal Intergenic	7	116811070	116922049	110980	1	830	-8013	ENSG00000198898	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2
830_chr7_116862235_116862945	chr7	116862235	116862945	711	*	TRUE	TRUE	TRUE	TRUE	87	82	83	54	5' UTR	7	116811070	116922049	110980	1	830	51165	ENSG00000198898	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2
338069_chr7_116953395_116953954	chr7	116953395	116953954	560	*	TRUE	TRUE	TRUE	FALSE	40	35	48	26	Promoter (<=1kb)	7	116953899	117098806	144908	1	338069	0	ENSG00000214188	ST7-OT4	ST7 overlapping transcript 4
51691_chr7_118183881_118184424	chr7	118183881	118184424	544	*	TRUE	TRUE	TRUE	TRUE	80	71	61	49	Promoter (<=1kb)	7	118184144	118204035	19892	1	51691	0	ENSG00000128534	LSM8	LSM8 homolog, U6 small nuclear RNA associated
54556_chr7_120950406_120951268	chr7	120950406	120951268	863	*	TRUE	TRUE	TRUE	TRUE	115	102	96	64	Promoter (<=1kb)	7	120950763	120977216	26454	1	54556	0	ENSG00000071243	ING3	inhibitor of growth family member 3
10447_chr7_121395556_121396641	chr7	121395556	121396641	1086	*	TRUE	TRUE	TRUE	TRUE	129	128	120	84	Promoter (<=1kb)	7	121348878	121396364	47487	2	10447	0	ENSG00000196937	FAM3C	FAM3 metabolism regulating signaling molecule C
10447_chr7_121530315_121531115	chr7	121530315	121531115	801	*	TRUE	TRUE	TRUE	TRUE	80	63	96	56	Distal Intergenic	7	121348878	121396364	47487	2	10447	-133951	ENSG00000196937	FAM3C	FAM3 metabolism regulating signaling molecule C
10157_chr7_122144025_122144498	chr7	122144025	122144498	474	*	TRUE	TRUE	TRUE	TRUE	31	29	26	20	Promoter (<=1kb)	7	122064583	122144308	79726	2	10157	0	ENSG00000008311	AASS	aminoadipate-semialdehyde synthase
154865_chr7_123534423_123535267	chr7	123534423	123535267	845	*	TRUE	TRUE	TRUE	TRUE	105	79	84	52	Promoter (<=1kb)	7	123452193	123535077	82885	2	154865	0	ENSG00000164675	IQUB	IQ motif and ubiquitin domain containing
142685_chr7_123557616_123558173	chr7	123557616	123558173	558	*	TRUE	TRUE	TRUE	TRUE	54	39	37	31	5' UTR	7	123567010	123639481	72472	1	142685	-8837	ENSG00000146809	ASB15	ankyrin repeat and SOCS box containing 15
116435299_chr7_123748515_123749420	chr7	123748515	123749420	906	*	TRUE	TRUE	TRUE	TRUE	73	59	81	44	Promoter (<=1kb)	7	123749068	123751166	2099	1	116435299	0	ENSG00000272686	WASL-DT	WASL divergent transcript
2861_chr7_124765842_124766229	chr7	124765842	124766229	388	*	TRUE	FALSE	TRUE	TRUE	15	17	24	24	Promoter (<=1kb)	7	124743885	124765792	21908	2	2861	-50	ENSG00000170775	GPR37	G protein-coupled receptor 37
100506664_chr7_124929615_124930199	chr7	124929615	124930199	585	*	TRUE	TRUE	TRUE	TRUE	84	69	77	51	Promoter (<=1kb)	7	124929895	125482966	553072	1	100506664	0	NA	LOC100506664	uncharacterized LOC100506664
101928357_chr7_126700995_126701432	chr7	126700995	126701432	438	*	TRUE	TRUE	TRUE	TRUE	48	32	32	22	Intron (ENST00000339582.7/2918, intron 7 of 10)	7	126495312	126537295	41984	1	101928357	205683	NA	LOC101928357	uncharacterized LOC101928357
168850_chr7_127347738_127347975	chr7	127347738	127347975	238	*	FALSE	TRUE	TRUE	TRUE	14	17	13	16	Exon (ENST00000485577.1/168850, exon 2 of 2)	7	127346790	127431924	85135	2	168850	83949	ENSG00000048405	ZNF800	zinc finger protein 800
168850_chr7_127391999_127393155	chr7	127391999	127393155	1157	*	TRUE	TRUE	TRUE	TRUE	102	95	97	69	5' UTR	7	127346790	127431924	85135	2	168850	38769	ENSG00000048405	ZNF800	zinc finger protein 800
381_chr7_127585401_127585722	chr7	127585401	127585722	322	*	TRUE	TRUE	TRUE	TRUE	29	41	30	29	Promoter (2-3kb)	7	127588386	127591700	3315	1	381	-2664	ENSG00000004059	ARF5	ADP ribosylation factor 5
381_chr7_127588175_127588595	chr7	127588175	127588595	421	*	TRUE	TRUE	TRUE	FALSE	37	41	37	21	Promoter (<=1kb)	7	127588386	127591700	3315	1	381	0	ENSG00000004059	ARF5	ADP ribosylation factor 5
27044_chr7_127651689_127652426	chr7	127651689	127652426	738	*	TRUE	TRUE	TRUE	TRUE	93	91	104	78	Promoter (<=1kb)	7	127652194	128092609	440416	1	27044	0	ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1
27099_chr7_127850111_127850589	chr7	127850111	127850589	479	*	FALSE	TRUE	TRUE	TRUE	17	16	22	29	Intron (ENST00000354725.8/27044, intron 12 of 23)	7	127997597	128000077	2481	1	27099	-147008	ENSG00000279078	SND1-IT1	SND1 intronic transcript 1
693178_chr7_128135719_128136179	chr7	128135719	128136179	461	*	TRUE	TRUE	TRUE	TRUE	15	24	21	19	Distal Intergenic	7	128081861	128081960	100	1	693178	53858	ENSG00000207588	MIR593	microRNA 593
55131_chr7_128343625_128344053	chr7	128343625	128344053	429	*	TRUE	TRUE	TRUE	FALSE	34	41	34	26	Promoter (<=1kb)	7	128297685	128343908	46224	2	55131	0	ENSG00000106344	RBM28	RNA binding motif protein 28
3614_chr7_128409686_128410201	chr7	128409686	128410201	516	*	TRUE	TRUE	TRUE	TRUE	50	54	65	51	Promoter (<=1kb)	7	128392277	128410252	17976	2	3614	51	ENSG00000106348	IMPDH1	inosine monophosphate dehydrogenase 1
102724660_chr7_128455604_128456179	chr7	128455604	128456179	576	*	TRUE	TRUE	TRUE	TRUE	49	55	61	42	Promoter (<=1kb)	7	128455937	128469197	13261	1	102724660	0	NA	HILPDA-AS1	HILPDA antisense RNA 1
102724660_chr7_128476568_128477010	chr7	128476568	128477010	443	*	TRUE	TRUE	TRUE	TRUE	34	24	40	26	5' UTR	7	128455937	128469197	13261	1	102724660	20631	NA	HILPDA-AS1	HILPDA antisense RNA 1
101928451_chr7_128530921_128531593	chr7	128530921	128531593	673	*	TRUE	TRUE	TRUE	FALSE	29	47	30	24	Promoter (2-3kb)	7	128533652	128626473	92822	1	101928451	-2059	NA	LOC101928451	uncharacterized LOC101928451
813_chr7_128739052_128739595	chr7	128739052	128739595	544	*	TRUE	TRUE	TRUE	TRUE	59	64	58	45	Promoter (<=1kb)	7	128739292	128773400	34109	1	813	0	ENSG00000128595	CALU	calumenin
64753_chr7_128791145_128791553	chr7	128791145	128791553	409	*	TRUE	TRUE	TRUE	TRUE	36	37	22	17	Promoter (<=1kb)	7	128790757	128822132	31376	1	64753	388	ENSG00000128596	CCDC136	coiled-coil domain containing 136
110806300_chr7_128862604_128863241	chr7	128862604	128863241	638	*	TRUE	TRUE	TRUE	TRUE	42	55	56	32	Promoter (<=1kb)	7	128850162	128862626	12465	2	110806300	0	ENSG00000242902	FLNC-AS1	FLNC antisense RNA 1
23534_chr7_129054519_129055381	chr7	129054519	129055381	863	*	TRUE	TRUE	TRUE	TRUE	46	62	64	46	Promoter (<=1kb)	7	128954180	129055173	100994	2	23534	0	ENSG00000064419	TNPO3	transportin 3
23382_chr7_129224516_129225204	chr7	129224516	129225204	689	*	TRUE	TRUE	TRUE	TRUE	90	78	98	69	Promoter (<=1kb)	7	129225030	129430211	205182	1	23382	0	ENSG00000158467	AHCYL2	adenosylhomocysteinase like 2
57464_chr7_129434060_129434637	chr7	129434060	129434637	578	*	TRUE	TRUE	TRUE	TRUE	59	50	69	49	Promoter (<=1kb)	7	129434432	129488399	53968	1	57464	0	ENSG00000128578	STRIP2	striatin interacting protein 2
100287482_chr7_129502251_129502690	chr7	129502251	129502690	440	*	TRUE	TRUE	TRUE	TRUE	46	50	63	32	Promoter (<=1kb)	7	129502531	129512918	10388	1	100287482	0	ENSG00000240204	SMKR1	small lysine rich protein 1
4899_chr7_129611424_129611852	chr7	129611424	129611852	429	*	TRUE	TRUE	TRUE	TRUE	36	29	40	32	Promoter (<=1kb)	7	129611720	129757082	145363	1	4899	0	ENSG00000106459	NRF1	nuclear respiratory factor 1
406959_chr7_129825390_129826014	chr7	129825390	129826014	625	*	TRUE	TRUE	TRUE	FALSE	43	62	45	24	Distal Intergenic	7	129774905	129775014	110	2	406959	-50376	ENSG00000207691	MIR183	microRNA 183
7328_chr7_129952713_129953182	chr7	129952713	129953182	470	*	TRUE	TRUE	TRUE	TRUE	44	50	49	29	Promoter (<=1kb)	7	129830732	129952960	122229	2	7328	0	ENSG00000186591	UBE2H	ubiquitin conjugating enzyme E2 H
51530_chr7_130051165_130051575	chr7	130051165	130051575	411	*	TRUE	TRUE	TRUE	TRUE	28	16	22	25	Promoter (<=1kb)	7	130018287	130051451	33165	2	51530	0	ENSG00000091732	ZC3HC1	zinc finger C3HC-type containing 1
23008_chr7_130070217_130070789	chr7	130070217	130070789	573	*	TRUE	TRUE	TRUE	TRUE	73	42	62	40	Promoter (<=1kb)	7	130070534	130135705	65172	1	23008	0	ENSG00000128607	KLHDC10	kelch domain containing 10
136263_chr7_130180817_130181099	chr7	130180817	130181099	283	*	TRUE	FALSE	TRUE	TRUE	13	6	18	12	Intron (ENST00000483283.1/ENST00000483283.1, intron 1 of 4)	7	130206344	130216844	10501	1	136263	-25245	ENSG00000165120	SSMEM1	serine rich single-pass membrane protein 1
136263_chr7_130205177_130205607	chr7	130205177	130205607	431	*	TRUE	TRUE	TRUE	TRUE	35	26	27	28	Promoter (<=1kb)	7	130206344	130216844	10501	1	136263	-737	ENSG00000165120	SSMEM1	serine rich single-pass membrane protein 1
95681_chr7_130440806_130441359	chr7	130440806	130441359	554	*	TRUE	TRUE	TRUE	TRUE	40	39	40	41	Promoter (1-2kb)	7	130393771	130442433	48663	2	95681	1074	ENSG00000106477	CEP41	centrosomal protein 41
